Document_ID,Publication_date,Title,Text_Content,Company_Name,Company_Code,Sentiment
70845,2025-01-17,Draft decisions for the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70840.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makedonijaturist-ad-skopje,Македонијатурист АД Скопје,TUM,Neutral
70430,2024-11-06,Draft decisions for the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70429.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/teteks-ad-tetovo,Тетекс АД Тетово,TETE,Neutral
70844,2025-01-17,Draft decisions for the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70839.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makedonijaturist-ad-skopje,Македонијатурист АД Скопје,TUM,Neutral
70425,2024-11-05,Other decisions of the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70424.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/ttk-banka-ad-skopje,ТТК Банка АД Скопје,TTK,Neutral
70843,2025-01-17,Buy back/Sale of treasury shares,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70838.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/prilepska-pivarnica-ad-prilep,Прилепска пиварница АД Прилеп,PPP,Neutral
70423,2024-11-05,Changes in the managing bodies,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70422.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/tutunski-kombinat-ad-prilep,Тутунски комбинат АД Прилеп,TUT,Neutral
69986,2024-10-18,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/69966.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/strumicko-pole-s.-vasilevo,Струмичко поле АД с. Василево,SPOL,Neutral
70420,2024-11-05,Other decisions of the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70419.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/tutunski-kombinat-ad-prilep,Тутунски комбинат АД Прилеп,TUT,Neutral
69985,2024-10-18,Other decisions of the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/69960.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/nova-stokovna-kuka-ad-strumica,Нова стоковна куќа АД Струмица,NOSK,Neutral
70418,2024-11-04,Draft decisions for the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70417.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/gtc-ad-skopje,ГТЦ АД Скопје,GTC,Neutral
69984,2024-10-18,Draft decisions for the shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/69959.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/teteks-ad-tetovo,Тетекс АД Тетово,TETE,Neutral
70415,2024-11-04,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70413.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makedonijaturist-ad-skopje,Македонијатурист АД Скопје,TUM,Neutral
69983,2024-10-18,Public call for shareholders meeting,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/69954.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/teteks-ad-tetovo,Тетекс АД Тетово,TETE,Neutral
70414,2024-11-04,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70412.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makedonijaturist-ad-skopje,Македонијатурист АД Скопје,TUM,Neutral
69982,2024-10-18,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/69961.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/replek-ad-skopje,Реплек АД Скопје,REP,Neutral
70411,2024-11-04,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70409.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fakom-ad-skopje,Факом АД Скопје,FAKM,Neutral
69980,2024-10-18,Non-audited profit&loss account 01.01. - 30.09.,Liberti AD Skopje published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Либерти АД Скопје,RZV,Neutral
69971,2024-10-18,Other price sensitive information,"
	NLB Bank AD Skopje reports that:

	
		Based on the Framework Agreement for participation in the lending program for small and medium-sized enterprises and priority projects IV from the EIB credit line in the amount of 100,000,000 euros (registered with  Pledged creditor under no. 15-2919 /1 from 02.07.2014, and with the pledge debtor under No. 1916-94 from 04.07.2014) a Notarial deed was concluded - Agreement for pledge without possesion on claims between Development Bank of North Macedonia AD (as Pledged Creditor) and NLB Bank AD Skopje (as Pledged debtor-debtor), prepared and certified by Notary Anastasia Petreska with ODU No. 1524/24 dated 03.10.2024 in the amount of 1,000,000.00 euros;


	
		Based on a Framework Agreement for participation in the program for lending to small and medium-sized enterprises and mid-market capitalized enterprises from the credit line of EIB 6 in the amount of 100,000,000 euros (registered with the  Pledged creditor under no. 08-7820/2 of 20.08.2021, and with the pledgee debtor under no. 0307-8633 of 17.08.2021) a Notarial Deed was concluded - Agreement for pledge without possesion on claims between Development Bank of North Macedonia AD (as Pledged Creditor) and NLB Bank AD Skopje (as Pledged debtor-debtor), prepared and certified by Notary Anastasia Petreska with ODU no. 1523/24 of 03.10.2024 in the amount of 1,403,807.00 euros and


	
		Based on the Framework Agreement for participation in the Small and Medium Enterprises Credit Program (MSP ), mid-market capitalized enterprises (MID-CAP company) and a green transition from the EIB credit line 7 realized through RBSM in the amount of 100,000,000 euros (registered with the pledged debtor under no. 0307/34406-1 dated 10.10.2023, and with the  Pledged creditorunder No. 09-3612/1 of 21.09.2023), a Notarial deed was concluded - Agreement for pledge without possesion on claims between Development Bank of North Macedonia AD (as Pledged Creditor) and NLB Bank AD Skopje (as Pledged debtor-debtor), prepared and certified by Notary Anastasia Petreska with ODU No. 1525/24 dated 03.10.2024 in the total amount of 15,275,000.00 euros.


	 
",НЛБ Банка АД Скопје,TNB,Neutral
70410,2024-11-04,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70408.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fakom-ad-skopje,Факом АД Скопје,FAKM,Neutral
69580,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Fersped AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Фершпед АД Скопје,FER,Neutral
70407,2024-11-01,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70406.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fabrika-karpos-ad-skopje,Fabrika Karpos AD Skopje,KPS,Neutral
69974,2024-10-18,Non-audited profit&loss account 01.01. - 30.09.,Interpromet AD Tetovo published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Интерпромет АД Тетово,INPR,Neutral
69578,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Hoteli-Metropol AD Ohrid published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Хотели-Метропол АД Охрид,MPOL,Neutral
70404,2024-11-01,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70399.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/sn-osiguritelen-broker,СН Осигурителен Брокер АД Битола,SNBT,Neutral
69967,2024-10-18,Non-audited profit&loss account 01.01. - 30.09.,Strumicko pole AD s. Vasilevo published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Струмичко поле АД с. Василево,SPOL,Neutral
69574,2024-07-31,Non-audited financial statements 01.01. - 30.06.,OKTA AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,ОКТА АД Скопје,OKTA,Neutral
70403,2024-11-01,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70398.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/sn-osiguritelen-broker,СН Осигурителен Брокер АД Битола,SNBT,Neutral
69950,2024-10-16,Non-audited profit&loss account 01.01. - 30.09.,Oranzerii Hamzali AD Strumica published non-audited profit&loss account for the period 01.01. - 30.09.This is an automatically generated information.,Оранжерии Хамзали АД Струмица,ORAN,Neutral
69567,2024-07-31,Non-audited financial statements 01.01. - 30.06.,TTK Banka AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,ТТК Банка АД Скопје,TTK,Neutral
70402,2024-11-01,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70396.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/zito-polog-ad-tetovo,Жито Полог АД Тетово,ZPOG,Neutral
69925,2024-10-14,Changes in the managing bodies,"
	In accordance with Article 33 from the Listing Rules of the Macedonian Stock Exchange AD Skopje, NLB Banka AD Skopje informs that on October 10, 2024, Mr. Blaz Brodnjak resigned from the position of President of the Supervisory Board of NLB Banka AD Skopje. 

	Until obtaining the consent of the Governor of the National Bank of the Republic of North Macedonia for the appointment of a new member of the Supervisory Board of the Bank, Mr. Blaz Brodnjak will continue to perform his function as President of the Supervisory Board of the Bank.

	 
",НЛБ Банка АД Скопје,TNB,Neutral
69565,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Tutunski kombinat AD Prilep published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Тутунски комбинат АД Прилеп,TUT,Neutral
70401,2024-11-01,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70395.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/zito-polog-ad-tetovo,Жито Полог АД Тетово,ZPOG,Neutral
69043,2024-06-25,Other price sensitive information,"
	NLB Banka AD Skopje informs that on June 25, 2024 dividend payment was made in accordance with the Decision on determination of the dividend amount and determination of dividend calendar of NLB Banka AD Skopje from the Shareholders Assembly held on May 29, 2024.

	The total amount of dividend payable to shareholders is 2,251,304,796 MKD. The amount of gross dividend per share is 2,636 MKD.

	The dividend payout was made to all shareholders who have accounts in NLB Banka AD Skopje and shareholders who have submitted the correct payment instructions for dividend payout within the prescribed period.

	 
",НЛБ Банка АД Скопје,TNB,Neutral
69563,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Stopanska banka AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Стопанска банка АД Скопје,STB,Neutral
70400,2024-11-01,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70397.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/dimko-mitrev-veles,Димко Митрев АД Велес,DMK,Neutral
69037,2024-06-24,Other price sensitive information,"
	NLB Bankа AD Skopje informs that it has realized transaction with Nova Ljubljanska banka d.d., Ljubljana on the basis of prepayment of Subordinated Loan Agreement amounting to EUR 9 million and at the same time it has realized new transaction with Nova Ljubljanska banka d.d., Ljubljana on the basis of a signed Subordinated Loan Agreement amounting to EUR 10 million.

	Nova Ljubljanska banka d.d., Ljubljana is the dominant shareholder of NLB Bankа AD Skopje with 86.97% share in the total number of shares of the Bank.

	The subordinated loans are qualified as an additional Tier II capital for the Bank. 

	 

	 

	 
",НЛБ Банка АД Скопје,TNB,Neutral
69562,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Stopanska banka AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Стопанска банка АД Скопје,STB,Neutral
70392,2024-11-01,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70391.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/osiguruvane-makedonija-ad-skopje---viena-insurens-,Македонија осигурување АД Скопје,AMK,Neutral
69560,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Ugotur AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Уготур АД Скопје,RUG,Neutral
68950,2024-06-13,Changes in the managing bodies,"
	In accordance with the Macedonian Stock Exchange's Listing rules, article 33, Makedonski Telekom AD - Skopje informs that Mr. Sadula Duraki submited a resignation from the position of a Non-Executive member and Vice-President of the Board of Directors of Makedonski Telekom AD - Skopje, due to his election as a Member of Parliament (MP) in the Assembly of the Republic of North Macedonia and in view of the incompatibility of the functions in accordance with Article 9 of the Law on the MPs.
",Македонски Телеком АД Скопје,TEL,Neutral
70390,2024-11-01,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70388.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/sn-osiguritelen-broker,СН Осигурителен Брокер АД Битола,SNBT,Neutral
69558,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Makoteks AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Макотекс АД Скопје,MAKS,Neutral
68937,2024-06-11,Other price sensitive information,"
	 

	Pursuant to article 33 of the Listing rules of the Macedonian Stock Exchange, Komercijalna Banka AD Skopje informs that according to a Decision of the Bank’s Supervisory Board and issued Approval by the National Bank of the Republic of North Macedonia, starting from today – June 11, 2024, the mandate is extended of the current members of the Board of Directors – Ilija Iloski for four and a half years and Biljana Maksimovska Popovikj and Nikola Dzambazovski for six years.

	 
",Комерцијална Банка АД Скопје,KMB,Neutral
70389,2024-11-01,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70387.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/sn-osiguritelen-broker,СН Осигурителен Брокер АД Битола,SNBT,Neutral
69556,2024-07-31,Non-audited financial statements 01.01. - 30.06.,FZC 11 Oktomvri AD Kumanovo published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,ФЗЦ 11 Октомври АД Куманово,CEVI,Neutral
68926,2024-06-10,Changes in the managing bodies,"
	In accordance with Article 33 from the Listing Rules of the Macedonian Stock Exchange AD Skopje, NLB Banka AD Skopje informs that on June 7, 2024, Mr. Branko Greganovic resigned from the position of President of the Management Board of NLB Banka AD Skopje.  

	Additionally, NLB Banka AD Skopje informs that the Supervisory Board of the Bank, with a decision from the 131st session held on June 10, 2024, appointed Mr. Toni Stojanovski as a new President of the Bank's Management Board, and the decision will enter into force upon obtaining the consent of the Governor of the National Bank of the Republic of North Macedonia for his appointment.

	Until obtaining the consent of the Governor of the National Bank of the Republic of North Macedonia for the appointment of a new President of the Management Board of the Bank, Mr. Branko Greganovic will continue to perform his function as President of the Management Board of NLB Banka AD Skopje.

	 
",НЛБ Банка АД Скопје,TNB,Neutral
70386,2024-11-01,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70384.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/fabrika-karpos-ad-skopje,Фабрика Карпош АД Скопје,KPS,Neutral
69550,2024-07-31,Non-audited financial statements 01.01. - 30.06.,ZK Pelagonija AD Bitola published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,ЗК Пелагонија АД Битола,ZKP,Neutral
68908,2024-06-05,Other price sensitive information,"
	 

	Komercijalna banka AD Skopje reports that Mr. Fatmir Etemi, Member of the Bank's Supervisory Board, acquired 84 ordinary shares issued by Komercijalna banka AD Skopje.

	 
",Комерцијална Банка АД Скопје,KMB,Neutral
70385,2024-11-01,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70383.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/agromehanika-ad-skopje,Агромеханика АД Скопје,AMEH,Neutral
68892,2024-06-04,Other price sensitive information,"
	 

	Pursuant to article 33 of the Listing Rules of the Macedonian Stock Exchange, Komercijalna Banka AD Skopje announces that at the constitutive meeting of the Bank’s Supervisory Board, held on June 4, 2024, Mrs. Aleksandra Maksimosvka Stojkova was elected as President, and Vancho Cifliganec as Deputy President of the Supervisory Board.

	 
",Комерцијална Банка АД Скопје,KMB,Neutral
69549,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Zito Polog AD Tetovo published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Жито Полог АД Тетово,ZPOG,Neutral
68297,2024-05-13,Non-audited profit&loss account 01.01. - 31.03.,Nemetali Ograzden AD Strumica published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Неметали Огражден АД Струмица,NEM,Neutral
70382,2024-10-31,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70379.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/osiguruvane-makedonija-ad-skopje---viena-insurens-,Македонија осигурување АД Скопје,AMK,Neutral
69548,2024-07-31,Non-audited financial statements 01.01. - 30.06.,VV Tikves AD Kavadarci published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,ВВ Тиквеш АД Кавадарци,TKVS,Neutral
68292,2024-05-13,Non-audited profit&loss account 01.01. - 31.03.,Ading AD Skopje published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Адинг АД Скопје,ADI,Neutral
70283,2024-10-31,Non-audited profit&loss account 01.01. - 30.09.,Non-audited profit&loss account 01.01.-30.09.2024,Мермерен комбинат АД Прилеп,MERM,Neutral
69547,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Prilepska pivarnica AD Prilep published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Прилепска пиварница АД Прилеп,PPP,Neutral
70375,2024-10-31,Audited financial statements,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70370.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/pelisterka-ad-skopje,Пелистерка АД Скопје,LOZP,Neutral
68291,2024-05-13,Non-audited profit&loss account 01.01. - 31.03.,Sileks AD Kratovo published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Силекс АД Кратово,SIL,Neutral
69545,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Nova stokovna kuka AD Strumica published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Нова стоковна куќа АД Струмица,NOSK,Neutral
70373,2024-10-31,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70368.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/pelisterka-ad-skopje,Пелистерка АД Скопје,LOZP,Neutral
68258,2024-05-10,Non-audited profit&loss account 01.01. - 31.03.,Zito Polog AD Tetovo published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Жито Полог АД Тетово,ZPOG,Neutral
69543,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Internesnel Hotels AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Интернешнел Хотелс АД Скопје,INH,Neutral
68254,2024-05-10,Non-audited profit&loss account 01.01. - 31.03.,"Pekabesko AD Kadino, Ilinden published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.","Пекабеско АД Кадино, Илинден",PKB,Neutral
70372,2024-10-31,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70369.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/patnicki-soobrakaj-transkop-ad-bitola,Патнички сообраќај - Транскоп АД Битола,TRPS,Neutral
69541,2024-07-31,Non-audited financial statements 01.01. - 30.06.,MZT Pumpi AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,МЗТ Пумпи АД Скопје,MZPU,Neutral
68245,2024-05-09,Non-audited profit&loss account 01.01. - 31.03.,Makpetrol AD Skopje published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Макпетрол АД Скопје,MAK,Neutral
70371,2024-10-31,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70366.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/patnicki-soobrakaj-transkop-ad-bitola,Патнички сообраќај - Транскоп АД Битола,TRPS,Neutral
69539,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Vabtek MZT AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Вабтек МЗТ АД Скопје,MZH,Neutral
68242,2024-05-09,Non-audited profit&loss account 01.01. - 31.03.,Teteks AD Tetovo published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Тетекс АД Тетово,TETE,Neutral
70367,2024-10-31,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70364.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makstil-ad-skopje,Макстил АД Скопје,MSL,Neutral
69534,2024-07-31,Non-audited financial statements 01.01. - 30.06.,"Pekabesko AD Kadino, Ilinden published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.","Пекабеско АД Кадино, Илинден",PKB,Neutral
67907,2024-04-29,Non-audited profit&loss account 01.01. - 31.03.,Makpromet AD Stip published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Макпромет АД Штип,MAKP,Neutral
68225,2024-05-07,Non-audited financial statements 01.01. - 31.12.,SN Osiguritelen Broker AD Bitola published non-audited financial statements for the period 01.01. - 31.12.This is an automatically generated information.,СН Осигурителен Брокер АД Битола,SNBT,Neutral
70365,2024-10-31,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70363.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/makstil-ad-skopje,Макстил АД Скопје,MSL,Neutral
69531,2024-07-31,Non-audited financial statements 01.01. - 30.06.,OILKO KDA Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,ОИЛКО КДА Скопје,OILKO,Neutral
67904,2024-04-29,Non-audited profit&loss account 01.01. - 31.03.,Makpetrol AD Skopje published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Макпетрол АД Скопје,MAK,Neutral
68197,2024-05-02,Non-audited profit&loss account 01.01. - 31.03.,SN Osiguritelen Broker AD Bitola published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,СН Осигурителен Брокер АД Битола,SNBT,Neutral
70362,2024-10-31,Other price sensitive information,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70360.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/tutunski-kombinat-ad-prilep,Тутунски комбинат АД Прилеп,TUT,Neutral
69529,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Granit AD Skopje published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Гранит АД Скопје,GRT,Neutral
67902,2024-04-29,Non-audited profit&loss account 01.01. - 31.03.,Stokopromet AD Skopje published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,Стокопромет АД Скопје,STOK,Neutral
68179,2024-04-30,Non-audited profit&loss account 01.01. - 31.03.,SN Osiguritelen Broker AD Bitola published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,СН Осигурителен Брокер АД Битола,SNBT,Neutral
70361,2024-10-31,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70359.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/tutunski-kombinat-ad-prilep,Тутунски комбинат АД Прилеп,TUT,Neutral
69527,2024-07-31,Non-audited financial statements 01.01. - 30.06.,Nemetali Ograzden AD Strumica published non-audited financial statements for the period 01.01. - 30.06.This is an automatically generated information.,Неметали Огражден АД Струмица,NEM,Neutral
67900,2024-04-29,Non-audited profit&loss account 01.01. - 31.03.,RZ Inter-Transsped AD Skopje published non-audited profit&loss account for the period 01.01. - 31.03.This is an automatically generated information.,РЖ Интер-Трансшпед АД Скопје,RZIT,Neutral
67935,2024-04-30,Non-audited profit&loss account 01.01. - 31.03.,"
	Non-audited profit&loss account 01.01.-31.03.2024
",Мермерен комбинат АД Прилеп,MERM,Neutral
70358,2024-10-31,Non-audited profit&loss account 01.01. - 30.09.,This is automaticaly generated document. The original document can be found on the following link:https://seinet.com.mk/document/70293.For more details about issuer of this document please visit the following link:https://www.mse.mk/en/issuer/ttk-banka-ad-skopje,ТТК Банка АД Скопје,TTK,Neutral
